0.7	0	0.076	11	34	0.9978	0.56	5	
0.5	0.04	0.068	6	14	0.9955	0.64	6
0.38	0.36	0.081	30	119	0.997	0.56	5
0.51	0.15	0.11	33	73	0.9955	0.63	6
0.62	0.04	0.084	25	45	0.9978	0.53	5
0.42	0.57	0.07	4	10	0.9971	0.63	5
0.63	0.12	0.111	50	110	0.9983	0.77	5
0.59	0.18	0.076	17	54	0.9975	0.59	5
0.39	0.31	0.074	9	46	0.9962	0.54	6
0.4	0.4	0.079	19	52	0.998	0.64	5
0.69	0.49	0.115	20	112	0.9968	0.71	5
0.52	0.16	0.085	12	35	0.9968	0.62	7
0.735	0.05	0.081	13	54	0.9966	0.57	5
0.725	0.05	0.086	4	11	0.9962	0.39	5
0.725	0.05	0.086	4	11	0.9962	0.39	5
0.52	0.11	0.079	11	39	0.9968	0.58	5
0.705	0.07	0.076	6	15	0.9962	0.58	5
0.32	0.57	0.074	27	65	0.9969	0.79	5
0.705	0.05	0.074	8	19	0.9962	0.95	6
0.63	0.08	0.076	15	27	0.9967	0.54	6
0.67	0.23	0.088	17	96	0.9962	0.48	5
0.69	0.22	0.084	18	94	0.9961	0.48	5
0.675	0.26	0.084	11	43	0.9976	0.53	4
0.32	0.54	0.094	28	83	0.9984	0.82	5
0.41	0.64	0.093	9	42	0.9986	0.66	5
0.41	0.64	0.093	9	42	0.9986	0.66	5
0.785	0	0.104	14	30	0.9966	0.55	6
0.75	0.12	0.086	12	80	0.9958	0.52	5
0.625	0.2	0.08	27	119	0.9972	0	4
0.45	0.2	0.069	3	15	0.9958	0.56	5
0.43	0.7	0.464	22	67	0.9974	0.52	5
0.5	0.47	0.086	21	73	0.997	0.57	5
0.67	0.26	0.401	16	51	0.9969	0.52	5
0.3	0.48	0.069	18	61	0.9959	0.78	6
0.55	0.15	0.076	19	40	0.9961	0.59	5
0.49	0.28	0.11	20	136	0.9972	0.52	6
0.49	0.26	0.062	9	31	0.9966	0.64	5
0.39	0.44	0.107	34	125	0.9978	0.52	5
0.62	0.08	0.076	8	24	0.9978	0.53	5
0.52	0.26	0.079	42	140	0.9964	0.54	5
0.49	0.28	0.11	20	136	0.9972	0.52	6
0.49	0.29	0.11	19	133	0.9972	0.52	5
0.49	0.26	0.062	9	31	0.9966	0.64	5
1-Feb	0.04	0.045	41	85	0.9938	0.48	4
0.6	0.17	0.058	17	106	0.9932	0.6	6
0.775	0	0.102	8	23	0.9965	0.56	5
0.5	0.25	0.07	3	22	0.9963	0.63	5
0.9	0.06	0.079	5	10	0.9967	0.56	5
0.545	0.18	0.08	13	35	0.9972	0.59	6
0.61	0.3	0.084	11	50	0.9972	0.61	6
0.5	0.3	0.075	8	22	0.9959	0.56	6
0.545	0.18	0.08	13	35	0.9972	0.59	6
0.575	0.22	0.077	12	65	0.9967	0.51	5
0.49	0.24	0.07	5	36	0.996	0.48	5
0.575	0.22	0.077	12	65	0.9967	0.51	5
0.41	0.68	0.467	18	69	0.9973	0.52	5
0.63	0.31	0.088	15	64	0.9969	0.79	5
0.33	0.53	0.091	18	80	0.9976	0.8	6
0.785	0.52	0.122	37	153	0.9969	0.69	5
0.56	0.19	0.104	12	47	0.9964	0.93	5
0.62	0.09	0.084	11	108	0.9964	0.66	5
0.6	0.1	0.085	14	111	0.9964	0.66	5
0.31	0.44	0.08	22	46	0.9988	0.67	6
0.56	0.19	0.104	12	47	0.9964	0.93	5
0.4	0.31	0.09	13	62	0.9966	0.63	6
0.54	0.28	0.077	11	40	0.9978	0.61	6
0.56	0.12	0.082	7	28	0.997	0.5	6
0.55	0.04	0.119	14	56	0.9962	0.6	6
0.69	0.08	0.097	22	89	0.9959	0.54	6
0.7	0.09	0.178	10	89	0.9962	0.57	5
0.55	0.04	0.119	14	56	0.9962	0.6	6
0.695	0	0.075	3	13	0.998	0.52	5
0.71	0	0.08	11	34	0.9976	0.53	5
0.5	0.17	0.082	21	102	0.996	0.48	5
0.62	0.04	0.146	27	90	0.9984	0.7	5
0.5	0	0.081	3	12	0.9964	0.49	5
J0.7	0	0.082	3	12	0.9964	0.48	5
0.59	0.16	0.065	3	16	0.9962	0.92	7
0.38	0.15	0.072	6	19	0.9955	0.57	5
0.745	0.56	0.118	30	134	0.9968	0.66	5
0.5	0.09	0.049	17	99	0.9937	0.63	5
0.5	0.09	0.049	17	99	0.9937	0.63	5
0.5	0.01	0.06	17	26	0.9952	0.58	6
0.9	0.05	0.084	13	29	0.9959	0.55	6
0.745	0.11	0.09	16	63	0.9965	0.82	5
0.715	0.15	0.089	10	52	0.9968	0.77	5
0.415	0.36	0.081	13	45	0.9972	0.64	5
0.56	0.19	0.081	15	105	0.9962	0.54	5
0.56	0.19	0.081	17	108	0.9962	0.54	5
0.745	0.11	0.09	16	63	0.9965	0.82	5
0.715	0.15	0.089	10	52	0.9968	0.77	5
0.34	0	0.05	27	63	0.9916	0.79	6
0.39	0.08	0.066	3	20	0.9954	0.58	5
0.34	0	0.05	27	63	0.9916	0.79	6
0.67	0.55	0.117	32	141	0.9968	0.62	5
0.68	0.02	0.087	21	94	0.9944	0.52	5
0.49	0.26	0.236	10	88	0.9968	0.8	5
0.49	0.1	0.074	12	30	0.9959	0.58	6
0.4	0.44	0.089	11	43	0.9975	0.61	6
0.33	0.47	0.077	5	11	0.9958	0.53	6
0.52	1	0.61	32	69	0.9996	2.0	4
0.6	0.03	0.095	25	99	0.995	0.54	5
0.6	0.03	0.095	25	99	0.995	0.54	5
0.43	0.42	0.07	29	129	0.9973	0.72	5
0.43	0.42	0.071	28	128	0.9973	0.71	5
0.43	0.42	0.07	29	129	0.9973	0.72	5
0.43	0.42	0.071	28	128	0.9973	0.71	5
0.68	0	0.073	12	22	0.9969	0.5	5
0.6	0.18	0.079	18	86	0.9968	0.57	6
0.95	0.03	0.09	7	20	0.9959	0.56	5
0.68	0.02	0.072	9	20	0.9965	5	4
0.53	0.04	0.076	17	31	0.9964	0.56	6
0.6	0.26	0.07	36	121	0.9982	0.49	5
0.59	0.26	0.07	35	121	0.9981	0.49	5
0.63	0.48	0.1	14	96	0.9961	0.62	5
0.64	0.1	0.085	18	101	0.9956	0.52	5
0.55	0.03	0.072	17	42	0.9956	0.48	4
0.63	0.07	0.089	11	44	0.9953	0.55	6
0.705	0.24	0.36	15	63	0.9964	5	5
0.885	0.03	0.058	4	8	0.9972	0.33	4
0.42	0.17	0.073	6	18	0.9972	0.61	6
0.42	0.17	0.073	6	18	0.9972	0.61	6
0.62	0.05	0.068	24	42	0.9961	0.57	6
0.38	0.21	0.08	7	35	0.9961	0.47	5
0.5	0.04	0.085	19	49	0.9958	0.78	5
0.38	0.21	0.08	7	35	0.9961	0.47	5
0.52	0.42	0.087	8	38	0.9972	0.61	6
0.805	0	0.068	7	20	0.9969	0.56	5
0.61	0.14	0.067	10	42	0.9969	0.59	5
0.61	0.14	0.067	10	42	0.9969	0.59	5
0.61	0.49	0.27	23	110	0.9972	1-Feb	5
0.73	0.02	0.076	16	42	0.9972	0.52	5
0.61	0.2	0.077	11	65	0.9971	0.58	5
0.62	0.21	0.079	8	62	0.997	0.58	6
0.31	0.57	0.111	26	85	0.9971	0.53	5
0.39	0.48	0.082	14	67	0.9972	0.55	5
0.705	0.1	0.084	9	26	0.9976	0.49	5
0.5	0.33	0.084	15	143	0.9968	0.55	5
0.49	0.32	0.082	17	144	0.9968	0.55	5
0.5	0.35	0.077	21	127	0.9976	0.62	5
0.37	0.25	0.074	21	49	0.9974	0.62	6
0.63	0.12	0.099	16	126	0.9969	0.61	5
0.55	0.21	0.071	7	28	0.9964	0.55	5
0.55	0.21	0.071	7	28	0.9964	0.55	5
0.59	0.33	0.074	24	120	0.9968	0.54	5
0.58	0.3	0.074	15	55	0.9968	0.59	5
0.3	0.6	0.067	12	27	0.9981	0.97	6
0.835	0.08	0.046	13	93	0.9924	0.85	7

							
							
							
							
